year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,brand
2008,290000,100000,Diesel,Individual,Manual,Second Owner,21.44578313253012,1248.0,75.0,190.0,5.0,Maruti
2009,150000,40000,Petrol,Individual,Manual,First Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2012,350000,79990,Diesel,Dealer,Manual,Second Owner,21.44578313253012,1399.0,67.0,160.0,5.0,Ford
2009,125000,60000,Petrol,Individual,Manual,Third Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2012,200000,70000,Petrol,Individual,Manual,First Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2017,450000,56290,Diesel,Dealer,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2010,220000,120000,Diesel,Individual,Manual,First Owner,25.421686746987955,1248.0,73.9,113.0,5.0,Maruti
2012,560000,59000,Petrol,Individual,Manual,First Owner,21.64864864864865,1373.0,93.7,130.0,7.0,Maruti
2018,750000,30000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.76,219.66,5.0,Hyundai
2016,620000,120000,Diesel,Individual,Manual,First Owner,16.36144578313253,2499.0,72.4,171.0,10.0,Chevrolet
2014,250000,2350,Petrol,Individual,Manual,First Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2016,720000,35000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2006,100000,42500,Petrol,Individual,Manual,First Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2007,90000,90000,Petrol,Individual,Manual,First Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2005,98000,70000,Petrol,Individual,Manual,Second Owner,25.54054054054054,998.0,67.1,90.0,5.0,Maruti
2016,420000,110000,Diesel,Individual,Manual,Second Owner,21.927710843373493,1248.0,73.74,172.5,7.0,Chevrolet
2015,1030000,190000,Diesel,Individual,Manual,First Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2016,1950000,48000,Diesel,Dealer,Automatic,First Owner,10.843373493975903,1984.0,181.0,400.0,5.0,Volvo
2012,260000,31000,Petrol,Individual,Manual,First Owner,25.54054054054054,998.0,67.1,90.0,5.0,Maruti
2013,320000,110000,Petrol,Individual,Manual,First Owner,25.0,1197.0,82.85,113.7,5.0,Hyundai
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2019,900000,60000,Diesel,Individual,Manual,First Owner,30.24096385542169,1248.0,88.5,200.0,5.0,Maruti
2018,600000,20000,Petrol,Individual,Manual,First Owner,26.35135135135135,1199.0,88.76,110.0,5.0,Honda
2010,285000,80000,Diesel,Individual,Manual,Second Owner,27.710843373493976,1396.0,90.0,219.6078431372549,5.0,Hyundai
2010,285000,79000,Petrol,Individual,Manual,First Owner,22.702702702702705,1497.0,116.3,146.0,5.0,Honda
2015,650000,100000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2015,600000,25000,Diesel,Individual,Manual,First Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
2008,250000,60000,Petrol,Individual,Automatic,Third Owner,27.027027027027028,1339.0,108.5,123.0,5.0,Honda
2013,425000,23000,Petrol,Dealer,Manual,First Owner,22.972972972972972,1197.0,80.0,111.76470588235296,5.0,Hyundai
2010,360000,98000,Petrol,Individual,Manual,Third Owner,22.972972972972972,1497.0,118.0,146.0,5.0,Honda
2013,520000,88000,Diesel,Individual,Manual,Second Owner,26.89156626506024,1582.0,126.32,259.8,5.0,Hyundai
2010,210000,44500,Petrol,Dealer,Manual,First Owner,22.256756756756754,1198.0,74.0,110.0,5.0,Volkswagen
2008,229999,120000,Petrol,Individual,Manual,Second Owner,22.972972972972972,1497.0,118.0,146.0,5.0,Honda
2014,509999,70000,Diesel,Individual,Manual,Second Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2016,595000,60000,Diesel,Individual,Manual,Second Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2015,925000,60000,Diesel,Individual,Manual,First Owner,16.867469879518072,2179.0,138.1,320.0,7.0,Tata
2011,1150000,181000,Diesel,Individual,Manual,Second Owner,13.855421686746988,2982.0,171.0,343.0,7.0,Toyota
2019,570000,15000,Petrol,Individual,Manual,First Owner,27.216216216216218,1197.0,81.86,113.75,5.0,Hyundai
2018,1465000,110000,Diesel,Individual,Manual,First Owner,19.710843373493976,2179.0,140.0,320.0,7.0,Mahindra
2016,900000,130000,Diesel,Individual,Manual,First Owner,25.759036144578314,1396.0,88.7,219.7,5.0,Hyundai
2005,310000,200000,Diesel,Individual,Manual,Second Owner,15.421686746987953,2494.0,102.0,200.0,8.0,Toyota
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2011,210000,110000,Petrol,Individual,Manual,Second Owner,26.77027027027027,1086.0,68.05,99.04,5.0,Hyundai
2016,400000,68000,Petrol,Individual,Manual,First Owner,26.216216216216214,1198.0,86.8,109.0,5.0,Honda
2017,525000,38000,Diesel,Dealer,Manual,Second Owner,,,,,,Maruti
2017,600000,40000,Diesel,Individual,Manual,First Owner,,,,,,Ford
2014,555000,147279,Diesel,Individual,Manual,Second Owner,20.481927710843376,2200.0,139.01,321.0,7.0,Force
2013,246000,56000,Diesel,Dealer,Manual,First Owner,26.62650602409639,1248.0,74.0,190.0,5.0,Chevrolet
2012,110000,80000,Petrol,Individual,Manual,First Owner,28.270270270270274,998.0,67.1,90.0,5.0,Maruti
2016,360000,100000,Diesel,Individual,Manual,Second Owner,30.506024096385545,1198.0,77.0,190.0,6.0,Mahindra
2015,1400000,170000,Diesel,Individual,Manual,First Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2017,385000,30000,Petrol,Individual,Manual,First Owner,27.87837837837838,1198.0,67.06,104.0,5.0,Datsun
2011,215000,70000,Diesel,Individual,Manual,First Owner,27.74698795180723,1396.0,69.0,140.0,5.0,Tata
2018,850000,120000,Diesel,Individual,Manual,Second Owner,20.481927710843376,2650.0,80.84,230.0,7.0,Force
2016,630000,30154,Diesel,Individual,Manual,First Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
2013,409999,45000,Diesel,Individual,Manual,First Owner,28.42168674698795,1364.0,67.06,170.0,5.0,Toyota
2015,1050000,65000,Diesel,Individual,Manual,First Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2018,275000,20000,Petrol,Individual,Manual,First Owner,31.094594594594597,999.0,67.0,91.0,5.0,Renault
2013,440000,120000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,9.0,Mahindra
2011,200000,200000,Diesel,Individual,Manual,Third Owner,15.66265060240964,2489.0,95.0,220.0,8.0,Mahindra
2015,400000,100000,Petrol,Individual,Automatic,First Owner,22.837837837837835,1197.0,81.86,113.75,5.0,Hyundai
2014,509999,110000,Diesel,Individual,Manual,First Owner,28.19277108433735,1248.0,74.0,190.0,5.0,Maruti
2009,382000,120000,Diesel,Individual,Manual,First Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2019,350000,15000,Petrol,Individual,Manual,First Owner,32.36486486486486,998.0,67.05,90.0,5.0,Maruti
2006,55000,201000,Diesel,Individual,Manual,First Owner,21.44578313253012,1399.0,68.0,159.80392156862746,5.0,Ford
2015,650000,57000,Diesel,Dealer,Manual,First Owner,28.49397590361446,1248.0,88.5,200.0,5.0,Maruti
2007,130000,100000,Diesel,Individual,Manual,Third Owner,19.397590361445786,1405.0,70.0,132.3529411764706,5.0,Tata
2018,295000,20000,Petrol,Individual,Manual,First Owner,33.37837837837838,796.0,47.3,69.0,5.0,Maruti
2020,350000,5000,Petrol,Individual,Manual,First Owner,29.7972972972973,796.0,47.3,69.0,5.0,Maruti
2014,450000,56000,Diesel,Individual,Manual,First Owner,26.3855421686747,1396.0,88.76,219.6,5.0,Hyundai
2018,1220000,11000,Petrol,Individual,Manual,First Owner,21.35135135135135,1591.0,121.3,151.0,5.0,Hyundai
2017,550000,50000,Diesel,Individual,Manual,First Owner,29.759036144578314,1047.0,69.0,140.0,5.0,Tata
2018,1400000,13534,Petrol,Dealer,Manual,First Owner,19.2972972972973,1798.0,138.03,173.0,5.0,Toyota
2014,560000,72000,Diesel,Dealer,Manual,First Owner,31.32530120481928,1498.0,98.6,200.0,5.0,Honda
2017,1594000,5000,Diesel,Individual,Manual,First Owner,25.819277108433734,1364.0,86.79,205.0,5.0,Toyota
2016,350000,30000,Petrol,Individual,Manual,First Owner,32.21621621621622,1199.0,84.0,114.0,5.0,Tata
2019,490000,7000,Petrol,Individual,Manual,First Owner,29.22972972972973,998.0,67.0,90.0,5.0,Maruti
2013,950000,181491,Diesel,Dealer,Manual,First Owner,16.265060240963855,2477.0,175.56,400.0,7.0,Mitsubishi
2008,250000,120000,Petrol,Individual,Manual,Second Owner,23.91891891891892,1497.0,78.0,124.50980392156863,5.0,Honda
2018,910000,20000,Diesel,Dealer,Manual,First Owner,20.481927710843376,2596.0,80.8,230.0,5.0,Force
2019,470000,9000,Petrol,Dealer,Automatic,First Owner,29.22972972972973,998.0,67.04,90.0,5.0,Maruti
2017,1515000,15000,Diesel,Individual,Manual,First Owner,20.60240963855422,1956.0,170.0,350.0,5.0,Jeep
2011,250000,50000,Petrol,Individual,Manual,First Owner,27.513513513513512,1197.0,78.9,111.8,5.0,Hyundai
2016,610000,110000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2014,390000,64000,Petrol,Individual,Manual,Third Owner,20.324324324324323,1598.0,103.2,153.0,5.0,Volkswagen
2016,595000,131111,Diesel,Individual,Manual,First Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
2009,250000,43000,Diesel,Individual,Manual,First Owner,22.650602409638555,1248.0,90.0,200.0,5.0,Tata
2006,120000,120000,Petrol,Individual,Manual,Fourth & Above Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2012,380000,27500,Petrol,Individual,Manual,First Owner,25.0,1197.0,82.9,113.8,5.0,Hyundai
2010,160000,36659,Petrol,Individual,Manual,First Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2007,240000,80000,Diesel,Individual,Manual,Second Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2014,465000,120000,Diesel,Individual,Manual,Second Owner,28.19277108433735,1248.0,74.0,190.0,5.0,Maruti
2017,1650000,50000,Diesel,Individual,Manual,First Owner,20.60240963855422,1956.0,170.0,350.0,5.0,Jeep
2016,525000,45000,Petrol,Individual,Manual,First Owner,25.54054054054054,1197.0,82.0,114.0,5.0,Hyundai
2007,200000,120000,Petrol,Individual,Manual,Second Owner,,,,,,Hyundai
2017,530000,30000,Petrol,Individual,Manual,Second Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2016,370000,30000,Petrol,Individual,Manual,Second Owner,25.54054054054054,1197.0,82.0,114.0,5.0,Hyundai
2015,433000,70000,Diesel,Individual,Manual,First Owner,31.12048192771084,1498.0,99.0,215.0,5.0,Ford
2004,31504,110000,Petrol,Individual,Manual,Third Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2016,500000,41000,Petrol,Individual,Manual,First Owner,25.27027027027027,1199.0,88.7,110.0,5.0,Honda
2013,325000,70000,Petrol,Individual,Manual,Second Owner,27.513513513513512,1197.0,78.9,111.8,5.0,Hyundai
2015,1050000,60000,Diesel,Individual,Manual,First Owner,25.819277108433734,1364.0,87.2,205.0,5.0,Toyota
2012,375000,100000,Diesel,Individual,Manual,Second Owner,22.903614457831328,1461.0,108.45,248.0,5.0,Renault
2018,650000,22000,Petrol,Individual,Manual,Second Owner,29.135135135135133,1462.0,103.25,138.0,5.0,Maruti
2010,200000,27000,Petrol,Individual,Manual,First Owner,,,,,,Maruti
2011,280000,120000,Diesel,Individual,Manual,First Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2018,600000,40000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2017,711000,35000,Diesel,Individual,Manual,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
1997,40000,120000,Petrol,Individual,Manual,First Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2011,300000,100000,Diesel,Individual,Manual,Second Owner,24.746987951807228,1598.0,103.6,250.0,5.0,Volkswagen
2017,560000,52000,Diesel,Individual,Manual,First Owner,26.096385542168676,1498.0,108.62,250.0,5.0,Volkswagen
2010,200000,90000,Petrol,Individual,Manual,First Owner,24.216216216216218,1086.0,62.1,96.1,5.0,Hyundai
2015,550000,45000,Diesel,Dealer,Manual,First Owner,34.21686746987952,1248.0,74.0,190.0,5.0,Maruti
2016,390000,42000,Diesel,Individual,Manual,Second Owner,23.0,1405.0,69.01,135.0,5.0,Tata
2013,480000,87452,Diesel,Dealer,Manual,Second Owner,27.433734939759038,1498.0,98.59,205.0,5.0,Ford
2018,570000,20000,Petrol,Individual,Manual,First Owner,25.54054054054054,1197.0,81.86,113.75,5.0,Hyundai
2015,671000,48228,Petrol,Dealer,Manual,First Owner,25.27027027027027,1199.0,88.7,110.0,5.0,Honda
2012,730000,250000,Diesel,Individual,Manual,First Owner,15.650602409638555,2494.0,100.0,200.0,7.0,Toyota
2011,250000,100000,Diesel,Individual,Manual,Second Owner,15.66265060240964,2489.0,95.0,220.0,8.0,Mahindra
2018,900000,35000,Diesel,Individual,Manual,First Owner,19.93975903614458,2498.0,105.0,247.0,6.0,Mahindra
2009,145000,30000,Petrol,Individual,Manual,First Owner,24.324324324324326,995.0,62.0,90.3,5.0,Chevrolet
2012,220000,70000,Diesel,Individual,Manual,Second Owner,27.951807228915662,1248.0,73.94,190.0,5.0,Maruti
2012,300000,150000,Diesel,Individual,Manual,Second Owner,24.746987951807228,1598.0,103.6,250.0,5.0,Volkswagen
2017,270000,50000,Petrol,Individual,Manual,First Owner,34.013513513513516,799.0,53.3,72.0,5.0,Renault
2010,450000,78000,Diesel,Individual,Manual,First Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2010,200000,120000,Petrol,Individual,Manual,Third Owner,25.0,1197.0,80.0,111.76470588235296,5.0,Hyundai
2017,525000,37151,Diesel,Dealer,Manual,First Owner,32.89156626506024,1498.0,98.6,200.0,5.0,Honda
2005,150000,15858,Petrol,Individual,Manual,First Owner,18.64864864864865,1299.0,70.0,104.90196078431373,5.0,Ford
2014,430000,100000,Petrol,Individual,Manual,First Owner,20.324324324324323,1598.0,103.2,153.0,5.0,Volkswagen
2015,585000,72000,Diesel,Dealer,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2011,250000,140000,Petrol,Individual,Automatic,Second Owner,19.45945945945946,1598.0,103.6,153.0,5.0,Volkswagen
2012,290000,28000,Petrol,Dealer,Manual,First Owner,26.77027027027027,1086.0,68.05,99.04,5.0,Hyundai
2019,1550000,28000,Diesel,Individual,Manual,First Owner,18.19277108433735,2179.0,152.87,360.0,7.0,Mahindra
2003,68000,70000,Petrol,Individual,Manual,Second Owner,,,,,,Hyundai
2013,630000,120000,Diesel,Individual,Manual,Second Owner,25.02409638554217,1248.0,88.8,200.0,7.0,Maruti
2012,300000,85000,Petrol,Individual,Manual,Second Owner,21.08108108108108,1196.0,70.0,102.0,5.0,Ford
2017,300000,35000,Petrol,Individual,Manual,First Owner,31.094594594594597,999.0,67.0,91.0,5.0,Renault
2017,235000,25000,Petrol,Individual,Manual,First Owner,30.675675675675674,799.0,53.64,72.0,5.0,Datsun
2014,500000,90000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2009,125000,60000,Petrol,Individual,Manual,Third Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2016,2100000,40000,Petrol,Individual,Automatic,First Owner,14.527027027027028,2694.0,163.7,245.0,7.0,Toyota
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,20.21686746987952,1995.0,190.0,400.0,5.0,BMW
2006,100000,120000,Petrol,Individual,Manual,Third Owner,17.7027027027027,1781.0,149.5,209.80392156862746,5.0,Skoda
2011,200000,80000,Diesel,Individual,Manual,Second Owner,24.096385542168676,1399.0,68.0,160.0,5.0,Ford
2014,600000,122000,Diesel,Individual,Manual,Second Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2016,660000,55000,Diesel,Individual,Manual,First Owner,32.036144578313255,1248.0,74.0,190.0,5.0,Maruti
2007,170000,120000,Diesel,Individual,Manual,Second Owner,20.24096385542169,1493.0,110.0,235.29411764705884,5.0,Hyundai
2016,700000,86000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2015,490000,45900,Petrol,Individual,Manual,Second Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2015,1700000,39000,Diesel,Individual,Manual,First Owner,16.265060240963855,2477.0,175.56,400.0,7.0,Mitsubishi
2017,800000,37000,Diesel,Individual,Manual,First Owner,33.8433734939759,1248.0,88.5,200.0,5.0,Maruti
2015,650000,70000,Diesel,Individual,Manual,First Owner,25.02409638554217,1248.0,88.76,200.0,7.0,Maruti
2008,200000,110000,Diesel,Individual,Manual,First Owner,16.783132530120483,2179.0,138.1,320.0,7.0,Tata
2007,240000,80000,Diesel,Individual,Manual,Second Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2011,240000,116000,Diesel,Individual,Manual,First Owner,16.867469879518072,2498.0,112.0,260.0,7.0,Mahindra
2016,940000,50000,Diesel,Individual,Manual,First Owner,29.542168674698797,1248.0,88.5,200.0,7.0,Maruti
2012,330000,50000,Petrol,Individual,Manual,Second Owner,25.135135135135137,1197.0,85.8,114.0,5.0,Maruti
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,23.289156626506024,1999.0,177.0,430.0,5.0,Jaguar
2018,811000,11000,Petrol,Dealer,Manual,First Owner,22.972972972972972,1198.0,108.5,170.0,5.0,Tata
2012,300000,90000,Diesel,Individual,Manual,First Owner,24.096385542168676,1399.0,68.0,160.0,5.0,Ford
2017,700000,35000,Petrol,Individual,Manual,First Owner,23.64864864864865,1373.0,91.1,130.0,7.0,Maruti
2006,215000,102000,Petrol,Individual,Manual,Third Owner,21.756756756756758,1298.0,88.2,112.74509803921569,5.0,Maruti
2016,1160000,121000,Diesel,Dealer,Automatic,First Owner,14.554216867469881,2999.0,161.0,333.0,7.0,Isuzu
2018,500000,25000,Petrol,Individual,Manual,First Owner,32.21621621621622,1199.0,84.0,114.0,5.0,Tata
2018,950000,40000,Diesel,Individual,Automatic,First Owner,25.903614457831328,1497.0,108.5,260.0,5.0,Tata
2010,310000,120000,Diesel,Individual,Manual,Second Owner,20.24096385542169,1493.0,110.0,235.29411764705884,5.0,Hyundai
2014,250000,25000,Petrol,Individual,Manual,First Owner,30.729729729729726,796.0,47.3,69.0,5.0,Maruti
2003,55000,167000,Petrol,Individual,Manual,Second Owner,25.54054054054054,998.0,67.1,90.0,5.0,Maruti
2007,100000,80000,Petrol,Individual,Manual,Second Owner,23.37837837837838,1061.0,64.0,84.31372549019608,5.0,Maruti
2017,1850000,18890,Diesel,Dealer,Automatic,First Owner,13.686746987951807,2755.0,171.5,360.0,7.0,Toyota
2013,525000,100000,Diesel,Individual,Manual,First Owner,28.19277108433735,1248.0,74.0,190.0,5.0,Maruti
2017,585000,90000,Diesel,Individual,Manual,First Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
2004,110000,120000,Petrol,Individual,Manual,Fourth & Above Owner,19.45945945945946,1599.0,94.0,122.54901960784315,5.0,Hyundai
2020,810000,15000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2017,699000,60000,Diesel,Individual,Manual,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2014,210000,70000,Petrol,Individual,Manual,First Owner,28.270270270270274,998.0,67.1,90.0,5.0,Maruti
2017,745000,10000,Petrol,Individual,Automatic,First Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2018,540000,7000,Petrol,Dealer,Manual,First Owner,27.432432432432435,1086.0,68.0,99.0,5.0,Hyundai
2016,550000,8588,Petrol,Individual,Manual,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2011,210000,100000,Diesel,Individual,Manual,First Owner,23.012048192771086,1405.0,70.0,135.4,5.0,Tata
2017,400000,50000,Diesel,Individual,Manual,First Owner,30.506024096385545,1198.0,77.0,190.0,6.0,Mahindra
2019,590000,4000,Petrol,Individual,Manual,First Owner,26.64864864864865,1198.0,67.0,104.0,7.0,Datsun
2018,678000,17000,Petrol,Individual,Manual,First Owner,25.37837837837838,999.0,75.0,95.0,5.0,Volkswagen
2018,490000,28000,Petrol,Dealer,Manual,First Owner,21.756756756756758,1197.0,85.0,113.0,5.0,Maruti
2016,350000,25000,Petrol,Individual,Manual,First Owner,31.094594594594597,999.0,67.0,91.0,5.0,Renault
2008,200000,90000,Petrol,Individual,Manual,First Owner,,,,,,Maruti
2010,200000,80000,Petrol,Individual,Manual,Second Owner,25.54054054054054,1061.0,67.0,84.0,5.0,Maruti
2016,550000,90000,Diesel,Individual,Manual,Second Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,23.289156626506024,1999.0,177.0,430.0,5.0,Jaguar
2015,500000,60000,Diesel,Individual,Manual,First Owner,31.12048192771084,1498.0,99.0,215.0,5.0,Ford
2015,380000,50000,Petrol,Individual,Automatic,First Owner,22.837837837837835,1197.0,82.0,114.0,5.0,Hyundai
2014,550000,70000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2018,1325000,22053,Diesel,Individual,Manual,First Owner,19.710843373493976,2179.0,120.0,280.0,7.0,Mahindra
2017,520000,30000,Petrol,Individual,Manual,First Owner,25.810810810810814,1197.0,82.0,114.0,5.0,Hyundai
2014,560000,90000,Diesel,Individual,Manual,First Owner,25.02409638554217,1248.0,88.8,200.0,7.0,Maruti
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2010,535000,96443,Diesel,Individual,Manual,Second Owner,13.93975903614458,2179.0,138.1,320.0,7.0,Tata
